Country/Region,Date,Cases
Mainland China,2/20/20,168
Mainland China,2/20/20,307
Mainland China,2/20/20,476
Mainland China,2/20/20,1265
Mainland China,2/20/20,62442
Mainland China,2/20/20,1010
Mainland China,2/20/20,75
Mainland China,2/20/20,631
Mainland China,2/20/20,934
Mainland China,2/20/20,91
Mainland China,2/20/20,121
Mainland China,2/20/20,71
Mainland China,2/20/20,18
Mainland China,2/20/20,245
Mainland China,2/20/20,546
Mainland China,2/20/20,334
Mainland China,2/20/20,132
Mainland China,2/20/20,520
Mainland China,2/20/20,131
Mainland China,2/20/20,1
Mainland China,2/20/20,76
Mainland China,2/20/20,174
Mainland China,2/20/20,1175
Thailand,2/20/20,35
Japan,2/20/20,94
South Korea,2/20/20,104
Taiwan,2/20/20,24
US,2/20/20,1
US,2/20/20,2
US,2/20/20,1
Macau,2/20/20,10
Hong Kong,2/20/20,68
Singapore,2/20/20,84
Vietnam,2/20/20,16
France,2/20/20,12
Nepal,2/20/20,1
Malaysia,2/20/20,22
Canada,2/20/20,2
Canada,2/20/20,5
US,2/20/20,1
US,2/20/20,1
Australia,2/20/20,4
Australia,2/20/20,4
Australia,2/20/20,5
Cambodia,2/20/20,1
Sri Lanka,2/20/20,1
Germany,2/20/20,16
Finland,2/20/20,1
United Arab Emirates,2/20/20,9
Philippines,2/20/20,3
India,2/20/20,3
Canada,2/20/20,1
Italy,2/20/20,3
UK,2/20/20,9
Russia,2/20/20,2
Sweden,2/20/20,1
US,2/20/20,2
Spain,2/20/20,2
Australia,2/20/20,2
US,2/20/20,1
US,2/20/20,2
Belgium,2/20/20,1
US,2/20/20,1
Others,2/20/20,634
US,2/20/20,2
US,2/20/20,1
Egypt,2/20/20,1
Iran,2/20/20,5
US,2/20/20,0
US,2/20/20,0
Australia,2/20/20,0
US,2/20/20,0
Lebanon,2/20/20,0
US,2/20/20,0
US,2/20/20,0
Iraq,2/20/20,0
US,2/20/20,0
Oman,2/20/20,0
Afghanistan,2/20/20,0
Bahrain,2/20/20,0
Kuwait,2/20/20,0
Algeria,2/20/20,0
Croatia,2/20/20,0
Switzerland,2/20/20,0
Austria,2/20/20,0
Israel,2/20/20,0
Pakistan,2/20/20,0
Brazil,2/20/20,0
Georgia,2/20/20,0
Greece,2/20/20,0
North Macedonia,2/20/20,0
Norway,2/20/20,0
Romania,2/20/20,0
Denmark,2/20/20,0
Estonia,2/20/20,0
Netherlands,2/20/20,0
San Marino,2/20/20,0
Belarus,2/20/20,0
Canada,2/20/20,0
Iceland,2/20/20,0
Lithuania,2/20/20,0
Mexico,2/20/20,0
New Zealand,2/20/20,0
Nigeria,2/20/20,0
Australia,2/20/20,0
Ireland,2/20/20,0
Luxembourg,2/20/20,0
Monaco,2/20/20,0
Qatar,2/20/20,0
US,2/20/20,0
Ecuador,2/20/20,0
Azerbaijan,2/20/20,0
Czech Republic,2/20/20,0
Armenia,2/20/20,0
Dominican Republic,2/20/20,0
US,2/20/20,0
Indonesia,2/20/20,0
Portugal,2/20/20,0
Andorra,2/20/20,0
Australia,2/20/20,0
Latvia,2/20/20,0
Morocco,2/20/20,0
Saudi Arabia,2/20/20,0
Senegal,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
Argentina,2/20/20,0
Chile,2/20/20,0
Jordan,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
US,2/20/20,0
Ukraine,2/20/20,0
Mainland China,2/21/20,988
Mainland China,2/21/20,396
Mainland China,2/21/20,572
Mainland China,2/21/20,293
Mainland China,2/21/20,91
Mainland China,2/21/20,1333
Mainland China,2/21/20,246
Mainland China,2/21/20,146
Mainland China,2/21/20,168
Mainland China,2/21/20,308
Mainland China,2/21/20,479
Mainland China,2/21/20,1267
Mainland China,2/21/20,62662
Mainland China,2/21/20,1011
Mainland China,2/21/20,75
Mainland China,2/21/20,631
Mainland China,2/21/20,934
Mainland China,2/21/20,91
Mainland China,2/21/20,121
Mainland China,2/21/20,71
Mainland China,2/21/20,18
Mainland China,2/21/20,245
Mainland China,2/21/20,749
Mainland China,2/21/20,334
Mainland China,2/21/20,132
Mainland China,2/21/20,525
Mainland China,2/21/20,132
Mainland China,2/21/20,1
Mainland China,2/21/20,76
Mainland China,2/21/20,174
Mainland China,2/21/20,1203
Thailand,2/21/20,35
Japan,2/21/20,105
South Korea,2/21/20,204
Taiwan,2/21/20,26
US,2/21/20,1
US,2/21/20,2
US,2/21/20,1
Macau,2/21/20,10
Hong Kong,2/21/20,68
Singapore,2/21/20,85
Vietnam,2/21/20,16
France,2/21/20,12
Nepal,2/21/20,1
Malaysia,2/21/20,22
Canada,2/21/20,2
Canada,2/21/20,6
US,2/21/20,1
US,2/21/20,1
Australia,2/21/20,4
Australia,2/21/20,4
Australia,2/21/20,5
Cambodia,2/21/20,1
Sri Lanka,2/21/20,1
Germany,2/21/20,16
Finland,2/21/20,1
United Arab Emirates,2/21/20,9
Philippines,2/21/20,3
India,2/21/20,3
Canada,2/21/20,1
Italy,2/21/20,20
UK,2/21/20,9
Russia,2/21/20,2
Sweden,2/21/20,1
US,2/21/20,2
Spain,2/21/20,2
Australia,2/21/20,2
US,2/21/20,1
US,2/21/20,2
Belgium,2/21/20,1
US,2/21/20,1
Others,2/21/20,634
US,2/21/20,2
US,2/21/20,1
Egypt,2/21/20,1
Iran,2/21/20,18
US,2/21/20,11
US,2/21/20,5
Australia,2/21/20,4
US,2/21/20,2
Lebanon,2/21/20,1
US,2/21/20,1
US,2/21/20,1
Iraq,2/21/20,0
US,2/21/20,0
Oman,2/21/20,0
Afghanistan,2/21/20,0
Bahrain,2/21/20,0
Kuwait,2/21/20,0
Algeria,2/21/20,0
Croatia,2/21/20,0
Switzerland,2/21/20,0
Austria,2/21/20,0
Israel,2/21/20,1
Pakistan,2/21/20,0
Brazil,2/21/20,0
Georgia,2/21/20,0
Greece,2/21/20,0
North Macedonia,2/21/20,0
Norway,2/21/20,0
Romania,2/21/20,0
Denmark,2/21/20,0
Estonia,2/21/20,0
Netherlands,2/21/20,0
San Marino,2/21/20,0
Belarus,2/21/20,0
Canada,2/21/20,0
Iceland,2/21/20,0
Lithuania,2/21/20,0
Mexico,2/21/20,0
New Zealand,2/21/20,0
Nigeria,2/21/20,0
Australia,2/21/20,0
Ireland,2/21/20,0
Luxembourg,2/21/20,0
Monaco,2/21/20,0
Qatar,2/21/20,0
US,2/21/20,0
Ecuador,2/21/20,0
Azerbaijan,2/21/20,0
Czech Republic,2/21/20,0
Armenia,2/21/20,0
Dominican Republic,2/21/20,0
US,2/21/20,0
Indonesia,2/21/20,0
Portugal,2/21/20,0
Andorra,2/21/20,0
Australia,2/21/20,0
Latvia,2/21/20,0
Morocco,2/21/20,0
Saudi Arabia,2/21/20,0
Senegal,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
Argentina,2/21/20,0
Chile,2/21/20,0
Jordan,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
US,2/21/20,0
Ukraine,2/21/20,0
Mainland China,2/22/20,989
Mainland China,2/22/20,399
Mainland China,2/22/20,573
Mainland China,2/22/20,293
Mainland China,2/22/20,91
Mainland China,2/22/20,1339
Mainland China,2/22/20,249
Mainland China,2/22/20,146
Mainland China,2/22/20,168
Mainland China,2/22/20,309
Mainland China,2/22/20,479
Mainland China,2/22/20,1270
Mainland China,2/22/20,64084
Mainland China,2/22/20,1013
Mainland China,2/22/20,75
Mainland China,2/22/20,631
Mainland China,2/22/20,934
Mainland China,2/22/20,91
Mainland China,2/22/20,121
Mainland China,2/22/20,71
Mainland China,2/22/20,18
Mainland China,2/22/20,245
Mainland China,2/22/20,750
Mainland China,2/22/20,335
Mainland China,2/22/20,132
Mainland China,2/22/20,526
Mainland China,2/22/20,135
Mainland China,2/22/20,1
Mainland China,2/22/20,76
Mainland China,2/22/20,174
Mainland China,2/22/20,1205
Thailand,2/22/20,35
Japan,2/22/20,122
South Korea,2/22/20,433
Taiwan,2/22/20,26
US,2/22/20,1
US,2/22/20,2
US,2/22/20,1
Macau,2/22/20,10
Hong Kong,2/22/20,69
Singapore,2/22/20,85
Vietnam,2/22/20,16
France,2/22/20,12
Nepal,2/22/20,1
Malaysia,2/22/20,22
Canada,2/22/20,2
Canada,2/22/20,6
US,2/22/20,1
US,2/22/20,1
Australia,2/22/20,4
Australia,2/22/20,4
Australia,2/22/20,5
Cambodia,2/22/20,1
Sri Lanka,2/22/20,1
Germany,2/22/20,16
Finland,2/22/20,1
United Arab Emirates,2/22/20,13
Philippines,2/22/20,3
India,2/22/20,3
Canada,2/22/20,1
Italy,2/22/20,62
UK,2/22/20,9
Russia,2/22/20,2
Sweden,2/22/20,1
US,2/22/20,2
Spain,2/22/20,2
Australia,2/22/20,2
US,2/22/20,1
US,2/22/20,2
Belgium,2/22/20,1
US,2/22/20,1
Others,2/22/20,634
US,2/22/20,2
US,2/22/20,1
Egypt,2/22/20,1
Iran,2/22/20,28
US,2/22/20,11
US,2/22/20,5
Australia,2/22/20,7
US,2/22/20,2
Lebanon,2/22/20,1
US,2/22/20,1
US,2/22/20,1
Iraq,2/22/20,0
US,2/22/20,0
Oman,2/22/20,0
Afghanistan,2/22/20,0
Bahrain,2/22/20,0
Kuwait,2/22/20,0
Algeria,2/22/20,0
Croatia,2/22/20,0
Switzerland,2/22/20,0
Austria,2/22/20,0
Israel,2/22/20,1
Pakistan,2/22/20,0
Brazil,2/22/20,0
Georgia,2/22/20,0
Greece,2/22/20,0
North Macedonia,2/22/20,0
Norway,2/22/20,0
Romania,2/22/20,0
Denmark,2/22/20,0
Estonia,2/22/20,0
Netherlands,2/22/20,0
San Marino,2/22/20,0
Belarus,2/22/20,0
Canada,2/22/20,0
Iceland,2/22/20,0
Lithuania,2/22/20,0
Mexico,2/22/20,0
New Zealand,2/22/20,0
Nigeria,2/22/20,0
Australia,2/22/20,0
Ireland,2/22/20,0
Luxembourg,2/22/20,0
Monaco,2/22/20,0
Qatar,2/22/20,0
US,2/22/20,0
Ecuador,2/22/20,0
Azerbaijan,2/22/20,0
Czech Republic,2/22/20,0
Armenia,2/22/20,0
Dominican Republic,2/22/20,0
US,2/22/20,0
Indonesia,2/22/20,0
Portugal,2/22/20,0
Andorra,2/22/20,0
Australia,2/22/20,0
Latvia,2/22/20,0
Morocco,2/22/20,0
Saudi Arabia,2/22/20,0
Senegal,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
Argentina,2/22/20,0
Chile,2/22/20,0
Jordan,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
US,2/22/20,0
Ukraine,2/22/20,0
Mainland China,2/23/20,989
Mainland China,2/23/20,399
Mainland China,2/23/20,575
Mainland China,2/23/20,293
Mainland China,2/23/20,91
Mainland China,2/23/20,1342
Mainland China,2/23/20,249
Mainland China,2/23/20,146
Mainland China,2/23/20,168
Mainland China,2/23/20,311
Mainland China,2/23/20,480
Mainland China,2/23/20,1271
Mainland China,2/23/20,64084
Mainland China,2/23/20,1016
Mainland China,2/23/20,75
Mainland China,2/23/20,631
Mainland China,2/23/20,934
Mainland China,2/23/20,91
Mainland China,2/23/20,121
Mainland China,2/23/20,71
Mainland China,2/23/20,18
Mainland China,2/23/20,245
Mainland China,2/23/20,754
Mainland China,2/23/20,335
Mainland China,2/23/20,132
Mainland China,2/23/20,526
Mainland China,2/23/20,135
Mainland China,2/23/20,1
Mainland China,2/23/20,76
Mainland China,2/23/20,174
Mainland China,2/23/20,1205
Thailand,2/23/20,35
Japan,2/23/20,147
South Korea,2/23/20,602
Taiwan,2/23/20,28
US,2/23/20,1
US,2/23/20,2
US,2/23/20,1
Macau,2/23/20,10
Hong Kong,2/23/20,74
Singapore,2/23/20,89
Vietnam,2/23/20,16
France,2/23/20,12
Nepal,2/23/20,1
Malaysia,2/23/20,22
Canada,2/23/20,2
Canada,2/23/20,6
US,2/23/20,1
US,2/23/20,1
Australia,2/23/20,4
Australia,2/23/20,4
Australia,2/23/20,5
Cambodia,2/23/20,1
Sri Lanka,2/23/20,1
Germany,2/23/20,16
Finland,2/23/20,1
United Arab Emirates,2/23/20,13
Philippines,2/23/20,3
India,2/23/20,3
Canada,2/23/20,1
Italy,2/23/20,155
UK,2/23/20,9
Russia,2/23/20,2
Sweden,2/23/20,1
US,2/23/20,2
Spain,2/23/20,2
Australia,2/23/20,2
US,2/23/20,1
US,2/23/20,2
Belgium,2/23/20,1
US,2/23/20,1
Others,2/23/20,691
US,2/23/20,2
US,2/23/20,1
Egypt,2/23/20,1
Iran,2/23/20,43
US,2/23/20,11
US,2/23/20,5
Australia,2/23/20,7
US,2/23/20,2
Lebanon,2/23/20,1
US,2/23/20,1
US,2/23/20,1
Iraq,2/23/20,0
US,2/23/20,0
Oman,2/23/20,0
Afghanistan,2/23/20,0
Bahrain,2/23/20,0
Kuwait,2/23/20,0
Algeria,2/23/20,0
Croatia,2/23/20,0
Switzerland,2/23/20,0
Austria,2/23/20,0
Israel,2/23/20,1
Pakistan,2/23/20,0
Brazil,2/23/20,0
Georgia,2/23/20,0
Greece,2/23/20,0
North Macedonia,2/23/20,0
Norway,2/23/20,0
Romania,2/23/20,0
Denmark,2/23/20,0
Estonia,2/23/20,0
Netherlands,2/23/20,0
San Marino,2/23/20,0
Belarus,2/23/20,0
Canada,2/23/20,0
Iceland,2/23/20,0
Lithuania,2/23/20,0
Mexico,2/23/20,0
New Zealand,2/23/20,0
Nigeria,2/23/20,0
Australia,2/23/20,0
Ireland,2/23/20,0
Luxembourg,2/23/20,0
Monaco,2/23/20,0
Qatar,2/23/20,0
US,2/23/20,0
Ecuador,2/23/20,0
Azerbaijan,2/23/20,0
Czech Republic,2/23/20,0
Armenia,2/23/20,0
Dominican Republic,2/23/20,0
US,2/23/20,0
Indonesia,2/23/20,0
Portugal,2/23/20,0
Andorra,2/23/20,0
Australia,2/23/20,0
Latvia,2/23/20,0
Morocco,2/23/20,0
Saudi Arabia,2/23/20,0
Senegal,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
Argentina,2/23/20,0
Chile,2/23/20,0
Jordan,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
US,2/23/20,0
Ukraine,2/23/20,0
Mainland China,2/24/20,989
Mainland China,2/24/20,399
Mainland China,2/24/20,576
Mainland China,2/24/20,293
Mainland China,2/24/20,91
Mainland China,2/24/20,1345
Mainland China,2/24/20,251
Mainland China,2/24/20,146
Mainland China,2/24/20,168
Mainland China,2/24/20,311
Mainland China,2/24/20,480
Mainland China,2/24/20,1271
Mainland China,2/24/20,64287
Mainland China,2/24/20,1016
Mainland China,2/24/20,75
Mainland China,2/24/20,631
Mainland China,2/24/20,934
Mainland China,2/24/20,93
Mainland China,2/24/20,121
Mainland China,2/24/20,71
Mainland China,2/24/20,18
Mainland China,2/24/20,245
Mainland China,2/24/20,755
Mainland China,2/24/20,335
Mainland China,2/24/20,133
Mainland China,2/24/20,527
Mainland China,2/24/20,135
Mainland China,2/24/20,1
Mainland China,2/24/20,76
Mainland China,2/24/20,174
Mainland China,2/24/20,1205
Thailand,2/24/20,35
Japan,2/24/20,159
South Korea,2/24/20,833
Taiwan,2/24/20,30
US,2/24/20,1
US,2/24/20,2
US,2/24/20,1
Macau,2/24/20,10
Hong Kong,2/24/20,79
Singapore,2/24/20,89
Vietnam,2/24/20,16
France,2/24/20,12
Nepal,2/24/20,1
Malaysia,2/24/20,22
Canada,2/24/20,3
Canada,2/24/20,6
US,2/24/20,1
US,2/24/20,1
Australia,2/24/20,4
Australia,2/24/20,4
Australia,2/24/20,5
Cambodia,2/24/20,1
Sri Lanka,2/24/20,1
Germany,2/24/20,16
Finland,2/24/20,1
United Arab Emirates,2/24/20,13
Philippines,2/24/20,3
India,2/24/20,3
Canada,2/24/20,1
Italy,2/24/20,229
UK,2/24/20,13
Russia,2/24/20,2
Sweden,2/24/20,1
US,2/24/20,2
Spain,2/24/20,2
Australia,2/24/20,2
US,2/24/20,1
US,2/24/20,2
Belgium,2/24/20,1
US,2/24/20,1
Others,2/24/20,691
US,2/24/20,2
US,2/24/20,1
Egypt,2/24/20,1
Iran,2/24/20,61
US,2/24/20,0
US,2/24/20,0
Australia,2/24/20,7
US,2/24/20,0
Lebanon,2/24/20,1
US,2/24/20,1
US,2/24/20,1
Iraq,2/24/20,1
US,2/24/20,36
Oman,2/24/20,2
Afghanistan,2/24/20,1
Bahrain,2/24/20,1
Kuwait,2/24/20,1
Algeria,2/24/20,0
Croatia,2/24/20,0
Switzerland,2/24/20,0
Austria,2/24/20,0
Israel,2/24/20,1
Pakistan,2/24/20,0
Brazil,2/24/20,0
Georgia,2/24/20,0
Greece,2/24/20,0
North Macedonia,2/24/20,0
Norway,2/24/20,0
Romania,2/24/20,0
Denmark,2/24/20,0
Estonia,2/24/20,0
Netherlands,2/24/20,0
San Marino,2/24/20,0
Belarus,2/24/20,0
Canada,2/24/20,0
Iceland,2/24/20,0
Lithuania,2/24/20,0
Mexico,2/24/20,0
New Zealand,2/24/20,0
Nigeria,2/24/20,0
Australia,2/24/20,0
Ireland,2/24/20,0
Luxembourg,2/24/20,0
Monaco,2/24/20,0
Qatar,2/24/20,0
US,2/24/20,0
Ecuador,2/24/20,0
Azerbaijan,2/24/20,0
Czech Republic,2/24/20,0
Armenia,2/24/20,0
Dominican Republic,2/24/20,0
US,2/24/20,0
Indonesia,2/24/20,0
Portugal,2/24/20,0
Andorra,2/24/20,0
Australia,2/24/20,0
Latvia,2/24/20,0
Morocco,2/24/20,0
Saudi Arabia,2/24/20,0
Senegal,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
Argentina,2/24/20,0
Chile,2/24/20,0
Jordan,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
US,2/24/20,0
Ukraine,2/24/20,0
Mainland China,2/25/20,989
Mainland China,2/25/20,400
Mainland China,2/25/20,576
Mainland China,2/25/20,294
Mainland China,2/25/20,91
Mainland China,2/25/20,1347
Mainland China,2/25/20,252
Mainland China,2/25/20,146
Mainland China,2/25/20,168
Mainland China,2/25/20,311
Mainland China,2/25/20,480
Mainland China,2/25/20,1271
Mainland China,2/25/20,64786
Mainland China,2/25/20,1016
Mainland China,2/25/20,75
Mainland China,2/25/20,631
Mainland China,2/25/20,934
Mainland China,2/25/20,93
Mainland China,2/25/20,121
Mainland China,2/25/20,71
Mainland China,2/25/20,18
Mainland China,2/25/20,245
Mainland China,2/25/20,756
Mainland China,2/25/20,336
Mainland China,2/25/20,133
Mainland China,2/25/20,529
Mainland China,2/25/20,135
Mainland China,2/25/20,1
Mainland China,2/25/20,76
Mainland China,2/25/20,174
Mainland China,2/25/20,1205
Thailand,2/25/20,37
Japan,2/25/20,170
South Korea,2/25/20,977
Taiwan,2/25/20,31
US,2/25/20,1
US,2/25/20,2
US,2/25/20,1
Macau,2/25/20,10
Hong Kong,2/25/20,84
Singapore,2/25/20,91
Vietnam,2/25/20,16
France,2/25/20,14
Nepal,2/25/20,1
Malaysia,2/25/20,22
Canada,2/25/20,3
Canada,2/25/20,7
US,2/25/20,1
US,2/25/20,1
Australia,2/25/20,4
Australia,2/25/20,4
Australia,2/25/20,5
Cambodia,2/25/20,1
Sri Lanka,2/25/20,1
Germany,2/25/20,17
Finland,2/25/20,1
United Arab Emirates,2/25/20,13
Philippines,2/25/20,3
India,2/25/20,3
Canada,2/25/20,1
Italy,2/25/20,322
UK,2/25/20,13
Russia,2/25/20,2
Sweden,2/25/20,1
US,2/25/20,2
Spain,2/25/20,6
Australia,2/25/20,2
US,2/25/20,1
US,2/25/20,2
Belgium,2/25/20,1
US,2/25/20,1
Others,2/25/20,691
US,2/25/20,2
US,2/25/20,1
Egypt,2/25/20,1
Iran,2/25/20,95
US,2/25/20,0
US,2/25/20,0
Australia,2/25/20,7
US,2/25/20,0
Lebanon,2/25/20,1
US,2/25/20,1
US,2/25/20,1
Iraq,2/25/20,1
US,2/25/20,36
Oman,2/25/20,2
Afghanistan,2/25/20,1
Bahrain,2/25/20,23
Kuwait,2/25/20,11
Algeria,2/25/20,1
Croatia,2/25/20,1
Switzerland,2/25/20,1
Austria,2/25/20,2
Israel,2/25/20,1
Pakistan,2/25/20,0
Brazil,2/25/20,0
Georgia,2/25/20,0
Greece,2/25/20,0
North Macedonia,2/25/20,0
Norway,2/25/20,0
Romania,2/25/20,0
Denmark,2/25/20,0
Estonia,2/25/20,0
Netherlands,2/25/20,0
San Marino,2/25/20,0
Belarus,2/25/20,0
Canada,2/25/20,0
Iceland,2/25/20,0
Lithuania,2/25/20,0
Mexico,2/25/20,0
New Zealand,2/25/20,0
Nigeria,2/25/20,0
Australia,2/25/20,0
Ireland,2/25/20,0
Luxembourg,2/25/20,0
Monaco,2/25/20,0
Qatar,2/25/20,0
US,2/25/20,0
Ecuador,2/25/20,0
Azerbaijan,2/25/20,0
Czech Republic,2/25/20,0
Armenia,2/25/20,0
Dominican Republic,2/25/20,0
US,2/25/20,0
Indonesia,2/25/20,0
Portugal,2/25/20,0
Andorra,2/25/20,0
Australia,2/25/20,0
Latvia,2/25/20,0
Morocco,2/25/20,0
Saudi Arabia,2/25/20,0
Senegal,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
Argentina,2/25/20,0
Chile,2/25/20,0
Jordan,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
US,2/25/20,0
Ukraine,2/25/20,0
Mainland China,2/26/20,989
Mainland China,2/26/20,400
Mainland China,2/26/20,576
Mainland China,2/26/20,294
Mainland China,2/26/20,91
Mainland China,2/26/20,1347
Mainland China,2/26/20,252
Mainland China,2/26/20,146
Mainland China,2/26/20,168
Mainland China,2/26/20,312
Mainland China,2/26/20,480
Mainland China,2/26/20,1271
Mainland China,2/26/20,65187
Mainland China,2/26/20,1016
Mainland China,2/26/20,75
Mainland China,2/26/20,631
Mainland China,2/26/20,934
Mainland China,2/26/20,93
Mainland China,2/26/20,121
Mainland China,2/26/20,71
Mainland China,2/26/20,18
Mainland China,2/26/20,245
Mainland China,2/26/20,756
Mainland China,2/26/20,337
Mainland China,2/26/20,133
Mainland China,2/26/20,531
Mainland China,2/26/20,135
Mainland China,2/26/20,1
Mainland China,2/26/20,76
Mainland China,2/26/20,174
Mainland China,2/26/20,1205
Thailand,2/26/20,40
Japan,2/26/20,189
South Korea,2/26/20,1261
Taiwan,2/26/20,32
US,2/26/20,1
US,2/26/20,2
US,2/26/20,1
Macau,2/26/20,10
Hong Kong,2/26/20,91
Singapore,2/26/20,93
Vietnam,2/26/20,16
France,2/26/20,18
Nepal,2/26/20,1
Malaysia,2/26/20,22
Canada,2/26/20,3
Canada,2/26/20,7
US,2/26/20,1
US,2/26/20,1
Australia,2/26/20,4
Australia,2/26/20,4
Australia,2/26/20,5
Cambodia,2/26/20,1
Sri Lanka,2/26/20,1
Germany,2/26/20,27
Finland,2/26/20,2
United Arab Emirates,2/26/20,13
Philippines,2/26/20,3
India,2/26/20,3
Canada,2/26/20,1
Italy,2/26/20,453
UK,2/26/20,13
Russia,2/26/20,2
Sweden,2/26/20,2
US,2/26/20,2
Spain,2/26/20,13
Australia,2/26/20,2
US,2/26/20,1
US,2/26/20,2
Belgium,2/26/20,1
US,2/26/20,1
Others,2/26/20,705
US,2/26/20,2
US,2/26/20,1
Egypt,2/26/20,1
Iran,2/26/20,139
US,2/26/20,0
US,2/26/20,0
Australia,2/26/20,7
US,2/26/20,0
Lebanon,2/26/20,2
US,2/26/20,1
US,2/26/20,1
Iraq,2/26/20,5
US,2/26/20,42
Oman,2/26/20,4
Afghanistan,2/26/20,1
Bahrain,2/26/20,33
Kuwait,2/26/20,26
Algeria,2/26/20,1
Croatia,2/26/20,3
Switzerland,2/26/20,1
Austria,2/26/20,2
Israel,2/26/20,2
Pakistan,2/26/20,2
Brazil,2/26/20,1
Georgia,2/26/20,1
Greece,2/26/20,1
North Macedonia,2/26/20,1
Norway,2/26/20,1
Romania,2/26/20,1
Denmark,2/26/20,0
Estonia,2/26/20,0
Netherlands,2/26/20,0
San Marino,2/26/20,0
Belarus,2/26/20,0
Canada,2/26/20,0
Iceland,2/26/20,0
Lithuania,2/26/20,0
Mexico,2/26/20,0
New Zealand,2/26/20,0
Nigeria,2/26/20,0
Australia,2/26/20,0
Ireland,2/26/20,0
Luxembourg,2/26/20,0
Monaco,2/26/20,0
Qatar,2/26/20,0
US,2/26/20,0
Ecuador,2/26/20,0
Azerbaijan,2/26/20,0
Czech Republic,2/26/20,0
Armenia,2/26/20,0
Dominican Republic,2/26/20,0
US,2/26/20,0
Indonesia,2/26/20,0
Portugal,2/26/20,0
Andorra,2/26/20,0
Australia,2/26/20,0
Latvia,2/26/20,0
Morocco,2/26/20,0
Saudi Arabia,2/26/20,0
Senegal,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
Argentina,2/26/20,0
Chile,2/26/20,0
Jordan,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
US,2/26/20,0
Ukraine,2/26/20,0
Mainland China,2/27/20,989
Mainland China,2/27/20,410
Mainland China,2/27/20,576
Mainland China,2/27/20,296
Mainland China,2/27/20,91
Mainland China,2/27/20,1347
Mainland China,2/27/20,252
Mainland China,2/27/20,146
Mainland China,2/27/20,168
Mainland China,2/27/20,317
Mainland China,2/27/20,480
Mainland China,2/27/20,1272
Mainland China,2/27/20,65596
Mainland China,2/27/20,1017
Mainland China,2/27/20,75
Mainland China,2/27/20,631
Mainland China,2/27/20,934
Mainland China,2/27/20,93
Mainland China,2/27/20,121
Mainland China,2/27/20,72
Mainland China,2/27/20,18
Mainland China,2/27/20,245
Mainland China,2/27/20,756
Mainland China,2/27/20,337
Mainland China,2/27/20,133
Mainland China,2/27/20,534
Mainland China,2/27/20,136
Mainland China,2/27/20,1
Mainland China,2/27/20,76
Mainland China,2/27/20,174
Mainland China,2/27/20,1205
Thailand,2/27/20,40
Japan,2/27/20,214
South Korea,2/27/20,1766
Taiwan,2/27/20,32
US,2/27/20,1
US,2/27/20,2
US,2/27/20,1
Macau,2/27/20,10
Hong Kong,2/27/20,92
Singapore,2/27/20,93
Vietnam,2/27/20,16
France,2/27/20,38
Nepal,2/27/20,1
Malaysia,2/27/20,23
Canada,2/27/20,5
Canada,2/27/20,7
US,2/27/20,1
US,2/27/20,1
Australia,2/27/20,4
Australia,2/27/20,4
Australia,2/27/20,5
Cambodia,2/27/20,1
Sri Lanka,2/27/20,1
Germany,2/27/20,46
Finland,2/27/20,2
United Arab Emirates,2/27/20,13
